,제목,설명,저자,출판사,출판일,보유,대출,예약,카테고리
5551,완벽한 여자를 찾아서,"2010년 프랑스 최고 문학상인 공쿠르상 신인상을 수상한 작가의 세번째 소설로, 출간되기 전부터 세간의 뜨거운 관심을 받았다. 마치 옴니버스 소설처럼 10여 명의 여주인공들이 등장하는 각 장들은 그대로 한 편의 에피소드이면서도 서로 ...",안느 브레스트 저/김혜영 역,올댓북스,2016-09-23,,,,
19219,왜 나는 너를 사랑하는가,,알랭 드 보통 저/정영목 역,YES24,2016-09-23,1,1,3,문학
19220,완벽한 여자를 찾아서,,안느 브레스트 저/김혜영 역,YES24,2016-09-23,2,0,0,문학
19221,인류정복자. 1: 돌연변이,,이원호,교보문고,2016-09-23,1,0,0,문학
19222,인류정복자. 2: 신인류 연합,,이원호,교보문고,2016-09-23,1,0,0,문학
19223,꼭 알고 싶은 정신분석의 모든 것,,이수진,교보문고,2016-09-23,1,0,0,인문/사회
19224,모든 것의 종말. 1,,존 스칼지,교보문고,2016-09-23,2,0,0,문학
19225,모든 것의 종말. 2,,존 스칼지,교보문고,2016-09-23,2,0,0,문학
19226,스파이,,파울로 코엘료,교보문고,2016-09-23,5,0,0,문학
19227,"오늘, 내 마음을 읽었습니다",,어라운드 (엮음),교보문고,2016-09-23,2,0,0,문학
19228,New Office Design,,편집부,교보문고,2016-09-23,1,0,0,자연과과학
19229,출출한 여행자,,신애경 저,YES24,2016-09-22,2,0,0,가정과생활
19230,마구의 역사,,최정식 저,YES24,2016-09-22,2,0,0,가정과생활
19231,오늘은 이 바람만 느껴줘,,청춘유리,교보문고,2016-09-22,1,0,0,가정과생활
19232,그레이햇 해킹,,다니엘 레갈라도,교보문고,2016-09-22,2,0,0,컴퓨터와인터넷
19233,기쁨,,샤를 페팽,교보문고,2016-09-22,1,0,0,문학
19234,고양이 사무소,,미야자와 겐지 저,YES24,2016-09-21,2,0,0,문학
19235,모든 것을 기억하는 남자,,데이비드 발다치,교보문고,2016-09-21,2,0,0,문학
19236,적당히 살아가는 당신에게,,엘버트 허버드,교보문고,2016-09-21,2,0,0,자기관리
19237,물 위의 집. 1,,매슈 토머스,교보문고,2016-09-21,1,0,0,문학
19238,물 위의 집. 2,,매슈 토머스,교보문고,2016-09-21,1,0,0,문학
2730,연애 독본,"고품격 로맨스 소설 시리즈 로망컬렉션의 세 번째 작품, 『연애 독본』 출간2005년 『작가세계』 신인상으로 등단하여 2012년 『프린세스 바리』로 제2회 혼불문학상을 수상한 작가 박정윤의 장편소설 『연애 독본』이 나무옆의자 ‘로망 컬...",박정윤 저,나무옆의자,2016-09-20,,,,
5579,골든 아시아,"
『골든 아시아』은 2015년 6월 4일부터 12일까지 KBS에서 4부작으로 방영된 다큐멘터리 <골든 아시아>를 정리한 것으로 위대한 제국의 가난한 후손이라는 역사적 굴레를 벗어나",KBS 골든 아시아 제작팀,위즈덤하우스,2016-09-20,,,,
6411,"술로 만나는 중국, 중국인","
중국은 각 성과 지역과 도시마다 특색 있는 전통 명주가 존재한다. 그리고 그 이면에는 각기 흥미로운 특유의 레시피가 숨겨져 있다. 저자는 오랜 중국 생활과 취재로 얻은 경험에 착",모종혁,서교출판사,2016-09-20,,,,
19239,연애 독본,,박정윤 저,YES24,2016-09-20,2,0,0,문학
19240,우리의 밤은 당신의 낮보다 요란하다,,한차현 저,YES24,2016-09-20,2,0,0,문학
19241,봄을 잃다,,하창수 저,YES24,2016-09-20,2,0,0,문학
19242,한국 O2O의 거의 모든 것,,유재석 저,YES24,2016-09-20,2,0,0,비즈니스와경제
19243,4년 늦었지만 1위로 성공한 구글 성공 스토리,,조중혁 저,YES24,2016-09-20,2,0,0,비즈니스와경제
19244,"오늘, 마음 맑음",,마스노 순묘,교보문고,2016-09-20,2,0,0,자기관리
19245,Aion(아이온),,칼 구스타프 융,교보문고,2016-09-20,2,0,0,인문/사회
19246,반려견을 키우는 사람이라면 꼭 알아야 할 42가지,,권혁필,교보문고,2016-09-20,1,0,0,가정과생활
19247,"술로 만나는 중국, 중국인",,모종혁,교보문고,2016-09-20,2,0,0,인문/사회
19248,"천천히, 스미는",,G. K. 체스터튼,교보문고,2016-09-20,1,0,0,문학
19249,혁명하는 여자들,,조안나 러스,교보문고,2016-09-20,2,0,0,문학
19250,인체와 첨단 의학,,일본 뉴턴프레스,교보문고,2016-09-20,1,0,0,자연과과학
19251,침묵을 삼킨 소년,,야쿠마루 가쿠,교보문고,2016-09-20,2,0,0,문학
19252,다윈 영의 악의 기원,,박지리,교보문고,2016-09-20,5,0,0,문학
19253,골든 아시아,,KBS 골든 아시아 제작팀,교보문고,2016-09-20,2,0,0,비즈니스와경제
19254,음악치료 핸드북,,Barbara L. Wheeler,교보문고,2016-09-20,1,0,0,인문/사회
19255,내 안의 슈퍼히어로를 깨워라,,앤디 코프,교보문고,2016-09-20,1,0,0,인문/사회
6917,집안일 쉽게 하기,"
바쁜 현대인도, 집안일에 서툰 이들도 쉽게 따라할 수 있는 정리 수납 비법!

일본에서 소문난 정리수납 컨설턴트가 알려주는 『집안일 쉽게 하기』. 저자는 값비싼 일용품이나 가구,",혼다 사오리,유나,2016-09-19,,,,
19256,리오 퍼디난드,,"리오 퍼디난드,데이비드 위너 공저/조효석 역/서형욱 감수",YES24,2016-09-19,2,0,0,가정과생활
19257,다르게 생각하는 연습,,박종하 저,YES24,2016-09-19,2,0,0,자기관리
19258,벤저민 프랭클린의 부의 법칙,,벤저민 프랭클린,교보문고,2016-09-19,1,0,0,자기관리
19259,기억이 사라지는 시대,,애비 스미스 럼지,교보문고,2016-09-19,2,0,0,비즈니스와경제
19260,집안일 쉽게 하기,,혼다 사오리,교보문고,2016-09-19,1,0,0,가정과생활
19261,파시즘,,케빈 패스모어,교보문고,2016-09-19,5,0,0,인문/사회
19262,엑셀 2013 Using Bible,,심지은,교보문고,2016-09-19,1,0,0,컴퓨터와인터넷
19263,원격탐사와 디지털 영상처리,,John R. Jensen,교보문고,2016-09-19,1,0,0,컴퓨터와인터넷
19264,우리는 왜 억울한가,,유영근,교보문고,2016-09-19,2,0,0,인문/사회
19265,카트에 담긴 역사 이야기,,김대갑,교보문고,2016-09-15,2,0,0,인문/사회
19266,사소한 시간의 재발견,,고바야시 다다아키,교보문고,2016-09-14,2,0,0,자기관리
5383,제조방법이 기재된 물건발명의 신규성 진보성에 대한 특허 판례 분석집,"
특허심사3국 멀티미디어방송심사연구회에서는 특허청 심사관들에게 PbP 청구항의 심사 실무에 도움이 될 수 있도록 발간한 「‘제조방법이 기재된 물건발명’의 신규성·진보성에 대한 특허",특허청,진한엠앤비,2016-09-13,,,,
19267,"얼굴, 사람과 역사를 기록하다",,배한철,교보문고,2016-09-13,2,0,0,인문/사회
19268,제조방법이 기재된 물건발명의 신규성 진보성에 대한 특허 판례 분석집,,특허청,교보문고,2016-09-13,2,0,0,인문/사회
19269,기하급수 시대가 온다,,살림 이스마일,교보문고,2016-09-13,2,0,0,비즈니스와경제
1665,교육 심리학,"
『교육 심리학』은 예비 교사가 알아야 할 교육심리학 이론을 다양한 사례와 함께 제시한 이론서이다. 교수자가 알아야 할 학습자의 특징을 학습과정과 밀접히 관련되는 특성부터 차례로 ",임효진,학이시습,2016-09-12,,,,
19270,갱단 아웃핏,,리처드 스타크 저/전행선 역,YES24,2016-09-12,2,0,0,문학
19271,친일과 망각,,"김용진,박중석,심인보 공저",YES24,2016-09-12,2,0,0,인문/사회
19272,교육 심리학,,임효진,교보문고,2016-09-12,1,0,0,인문/사회
19273,십 대로 사는 거 진짜 힘들거든요?,,강선영,교보문고,2016-09-12,1,0,0,인문/사회
19274,이야기 자본의 힘,,가오펑,교보문고,2016-09-12,2,0,0,비즈니스와경제
19275,방콕 셀프트래블(2016-2017),,김정숙,교보문고,2016-09-12,1,1,0,가정과생활
19276,"여행이 그대를, 자유롭게 하리라",,쨍쨍(최순자),교보문고,2016-09-12,2,0,0,가정과생활
19277,제3의 개국,,조한규,교보문고,2016-09-12,2,0,0,인문/사회
19278,좋아요를 삽니다,,김대영,교보문고,2016-09-12,2,0,0,비즈니스와경제
19279,영어 통사론,,정태구,교보문고,2016-09-12,1,0,0,국어와외국어
19280,"언플래트닝, 생각의 형태",,닉 수재니스,교보문고,2016-09-10,2,0,0,인문/사회
19281,마음의 역설,,이재진,교보문고,2016-09-10,2,0,0,인문/사회
19282,나 홀로 볼링,,로버트 D. 퍼트넘,교보문고,2016-09-10,2,0,0,인문/사회
19283,회색 코뿔소가 온다,,미셸 부커,교보문고,2016-09-10,2,0,0,비즈니스와경제
19284,사라져 가는 것들에 대하여,,송원석,교보문고,2016-09-10,2,0,0,문학
19285,선인장의 섬,,김길원,교보문고,2016-09-10,2,0,0,문학
3939,금리는 경제의 미래를 알고 있다,"
저성장 시대, 생존하려면 금리부터 알아야 한다!

『금리는 경제의 미래를 알고 있다』는 경제 흐름에 민감하게 반응하는 금리로 미래를 전망하고, 위기에 대한 현실적인 대응방법을 제",박종연,원앤원북스,2016-09-09,,,,
19286,읽는 대로 일이 된다,,야마구치 슈 저/이정환 역,YES24,2016-09-09,2,0,0,자기관리
19287,신라 왕실의 비밀,,김종성 저,YES24,2016-09-09,2,0,0,인문/사회
19288,1등의 속도,,아카바 유지,교보문고,2016-09-09,2,0,0,자기관리
19289,성공적인 나의 인생 레시피 만들기,,김정옥,교보문고,2016-09-09,2,0,0,자기관리
19290,금리는 경제의 미래를 알고 있다,,박종연,교보문고,2016-09-09,2,0,0,비즈니스와경제
19291,데블 인 헤븐,,가와이 간지,교보문고,2016-09-09,2,0,0,문학
19292,TOEIC 만점 VOCA,,김철현,교보문고,2016-09-09,1,0,0,국어와외국어
19293,30일 역전의 경제학,,오영수,교보문고,2016-09-09,2,0,0,비즈니스와경제
19294,아쿠아리움,,데이비드 밴,교보문고,2016-09-09,2,0,0,문학
19295,비즈니스 영어 제가 하겠습니다!,,심재원,교보문고,2016-09-09,2,0,0,국어와외국어
19296,사일로 이펙트,,질리언 테트,교보문고,2016-09-09,2,0,0,비즈니스와경제
19297,부엌은 내게 사랑하는 법을 가르쳐주었다,,사샤 마틴,교보문고,2016-09-08,2,0,0,문학
19298,여행영어 미리훈련,,박광희,교보문고,2016-09-08,2,0,0,국어와외국어
19299,손바닥 헌법책,,우리헌법읽기국민운동,교보문고,2016-09-08,2,0,0,인문/사회
4266,단순하게 생각하는 연습,"
《반응하지 않는 연습》의 저자가 소개하는 내 마음 정리 정돈법!

『단순하게 생각하는 연습』은 잡념을 없애서 머릿속을 맑게 하는 방법을 소개하는 책이다. 모든 괴로움은 마음의 반",구사나기 류순,팬덤북스,2016-09-07,,,,
19300,한국형 가치투자 전략,,"최준철, 김민국",북큐브,2016-09-07,5,0,0,비즈니스와경제
19301,손에 잡히는 바이오 토크,,김은기 저,YES24,2016-09-07,2,0,0,자연과과학
19302,가치관의 탄생,,이언 모리스,교보문고,2016-09-07,2,0,0,인문/사회
19303,단순하게 생각하는 연습,,구사나기 류순,교보문고,2016-09-07,2,0,0,자기관리
19304,옷장 속 인문학,,김홍기,교보문고,2016-09-07,2,0,0,인문/사회
19305,데이비드 버커스 경영의 이동,,데이비드 버커스,교보문고,2016-09-07,3,0,0,비즈니스와경제
19306,우리는 플라스틱 없이 살기로 했다,,산드라 크라우트바슐,교보문고,2016-09-07,2,0,0,인문/사회
19307,명견만리_미래의 기회편,,KBS 명견만리 저,YES24,2016-09-06,4,0,0,인문/사회
2769,직학,"
우리의 인생, 밥줄, 그리고 미래를 위한 공부, 직학!

『직학』은 성공적인 직장생활을 준비하는 필수 학문, 직학을 18개 주제의 강의 형식으로 친절하고 구체적으로 설명한다. 저",강경철,프레너미,2016-09-05,,,,
19308,10억 년 전으로의 시간 여행,,최덕근 저,YES24,2016-09-05,2,0,0,자연과과학
19309,"성공 비즈니스, 이제는 뇌과학이다",,하기와라 잇페이 저/황미숙 역,YES24,2016-09-05,2,0,0,비즈니스와경제
19310,세네카의 인생론,,루키우스 안나이우스 세네카,교보문고,2016-09-05,2,0,0,인문/사회
19311,혼자 아파하는 사람들,,이기웅,교보문고,2016-09-05,2,0,0,문학
19312,아이언맨 수트는 얼마에 살 수 있을까?,,박병률,교보문고,2016-09-05,2,0,0,비즈니스와경제
19313,여자라면 로푸드,,박정아,교보문고,2016-09-05,1,0,0,가정과생활
19314,직학,,강경철,교보문고,2016-09-05,2,0,0,자기관리
19315,과학을 읽다,,정인경,교보문고,2016-09-05,2,0,0,자연과과학
19316,숨쉬듯 가볍게,,김도인,교보문고,2016-09-05,2,0,0,인문/사회
19317,백종원의 장사 이야기,,백종원,교보문고,2016-09-05,2,0,0,비즈니스와경제
19318,세상과 나 사이,,타네하시 코츠,교보문고,2016-09-05,2,0,0,인문/사회
19319,젊은 인도,,권기철,교보문고,2016-09-05,2,0,0,비즈니스와경제
19320,서양의 명장,,박기련,교보문고,2016-09-05,2,0,0,인문/사회
19321,듣도 보도 못한 정치,,이진순,교보문고,2016-09-05,5,0,0,인문/사회
19322,뇌(Brain),,강봉균,교보문고,2016-09-05,2,0,0,자연과과학
19323,한 스푼의 시간,,구병모,교보문고,2016-09-05,2,0,0,문학
19324,위쳐. 1: 엘프의 피,,안제이 사프콥스키,교보문고,2016-09-05,1,0,0,문학
19325,버리면 버릴수록 행복해졌다,,황윤정,교보문고,2016-09-05,2,0,0,문학
19326,마음챙김 워크북,,Rebecca E. Williams,교보문고,2016-09-05,1,0,0,인문/사회
19327,두려움의 재발견,,로버트 마우어,교보문고,2016-09-05,2,0,0,자기관리
19328,여자의 물건,,이건수,교보문고,2016-09-05,2,0,0,인문/사회
19329,"안녕, 나의 모든 하루",,김창완,교보문고,2016-09-05,2,0,0,문학
19330,미시시피 모기떼의 역습,,최민석,교보문고,2016-09-04,2,0,0,문학
19331,외고집쟁이 처녀,,김한수 저,YES24,2016-09-02,2,0,0,문학
19332,회사에서 꼭 필요한 아주 작은 습관,,고미야 가즈요시 저/정윤아 역,YES24,2016-09-02,2,0,0,비즈니스와경제
19333,이토록 멋진 마을,,후지요시 마사하루 저/김범수 역,YES24,2016-09-02,2,0,0,인문/사회
19334,경쟁 우위 전략,,브루스 그린왈드,교보문고,2016-09-02,2,0,0,비즈니스와경제
19335,조선 지식인이 세상을 여행하는 법,,김영죽,교보문고,2016-09-02,2,0,0,인문/사회
19336,박탈,,주디스 버틀러,교보문고,2016-09-02,1,0,0,인문/사회
19337,미스터 보쟁글스,,올리비에 부르도,교보문고,2016-09-02,2,0,0,문학
19338,3일 만에 끝내는 말공부,,사이토 다카시,교보문고,2016-09-02,2,0,0,자기관리
19339,법의 지도,,최승필 저,YES24,2016-09-01,2,0,0,인문/사회
19340,빵의 쟁취,,표트르 알렉세예비치 크로포트킨 저/이상률 역,YES24,2016-09-01,2,0,0,인문/사회
19341,현대 조직 사회에서 뉴미디어와 소통,,조재희,교보문고,2016-09-01,2,0,0,인문/사회
19342,커뮤니케이션과 자본,,강석,교보문고,2016-09-01,2,0,0,인문/사회
19343,전기기기,,김양배,교보문고,2016-09-01,1,0,0,자연과과학
19344,자존감 수업,,윤홍균,교보문고,2016-09-01,3,1,0,자기관리
19345,신 로맨스의 탄생,,신동흔,교보문고,2016-09-01,2,0,0,인문/사회
19346,누구를 기억할 것인가,,알파고 시나씨,교보문고,2016-09-01,2,0,0,인문/사회
19347,읽다 보면 취업 되는 신기한 책,,잡스엔(jobsN),교보문고,2016-09-01,2,0,0,수험서/자격증
19348,프레임,,최인철,교보문고,2016-09-01,2,0,0,인문/사회
19349,1등의 독서법,,이해성,교보문고,2016-09-01,2,0,0,인문/사회
19350,미시경제학,,Austan Goolsbee,교보문고,2016-09-01,2,0,0,비즈니스와경제
19351,가족치료,,Dorothy Stroh Becvar,교보문고,2016-09-01,1,0,0,인문/사회
19352,설리 허드슨강의 기적,,체슬리 설렌버거,교보문고,2016-09-01,2,0,0,문학
19353,함혜숙의 영상번역가로 먹고살기,,함혜숙,교보문고,2016-09-01,2,0,0,국어와외국어
19354,〈SciFan 시리즈 33〉 신을 찾는 짧은 여행,,레리 브래드버리,북큐브,2016-08-31,1,0,0,문학
19355,초간단 셀프 맨몸운동,,"오승엽,이소형 공저",YES24,2016-08-31,2,0,0,가정과생활
19356,철학썰전,,모기 마코토 저/정은지 역,YES24,2016-08-31,2,0,0,인문/사회
